product_id,text
600186,"CuSn6 is a solid solution strengthened copper alloy (bronze) with 6% tin. The alloy has high
strength and good spring properties at an adequate conductivity and is well suited for cold
forming operations. The alloy is wear-resistant, has very good corrosion resistance and can be
readily soldered.
Fields of application are stamped parts, connectors, spring contacts, springs, metal hose, the
paper industry, ship and apparatus manufacturing as well as electrical and mechanical
engineering."
10168,Lattice box
10072,Aluminium Shredder
30020,Rein-Alu Bleche Beschichtet (1000er)
10027,Scherenschrott
10150,"Shall consist of clean 18-8 type stainless steel clips and solids containing a minimum 7% nickel, 16% chrome, and have a maximum of .50% molybde­ num, .50% copper, .045% phosphorous, and .03% sulfur, and otherwise free of harmful contaminants. Particulars concerning physical description, grading, additional analysis, and preparation to be agreed upon between buyer and seller."
18069,"Copper, Red brass 1, Turnings, Clean"
18020,"Hartmetall, gemischt"
10159,"Estaño, con un 40 % de plomo"
600152,Chatarra de cizallado E1
600112,E2 + E8 Iron Sheets
10120,"Shall consist of clean 18-8 type stainless steel clips and solids containing a minimum 7% nickel, 16% chrome, and have a maximum of .50% molybde­ num, .50% copper, .045% phosphorous, and .03% sulfur, and otherwise free of harmful contaminants. Particulars concerning physical description, grading, additional analysis, and preparation to be agreed upon between buyer and seller."
10010,Zinc carburators
18073,"Zink, alt"
10143,No. 1 COPPER WIRE
10158,"Aluminium, Whrought Aluminium 1xxxx series 1, Sheets, Silver plating"
600271,"Copper, MS63, Punchings, Cased in Tin"
18015,Aluminium turnings
600108,Aluminium 6060 Späne
18033,"Messing-Späne, gemischt"
600059,Cu fridge capillaries clean
10129,Eisendraht
10115,Copper silver-plated
600255,"metal punching waste, galvanized, low manganese"
18019,Brocas y fresas de wolframio
600198,"Iron, Low alloyed 1.6578, Solids, Clean"
10193,Aluminium foil
18036,"Latón, variado"
30012,"Aluminium, Whrought Aluminium 5xxx series 1, Sheets, Clean"
30025,"Aluminium laquered sheets, low-copper (3, 5 and 6000-series)"
600199,Low alloyed shavings
18012,Unclean wheels
10093,"Shall consist of clean 18-8 type stainless steel clips and solids containing a minimum 7% nickel, 16% chrome, and have a maximum of .50% molybde­ num, .50% copper, .045% phosphorous, and .03% sulfur, and otherwise free of harmful contaminants. Particulars concerning physical description, grading, additional analysis, and preparation to be agreed upon between buyer and seller."
30002,"Shall consist of No. 1 bare, uncoated, unalloyed cop­per wire , commonly known as Bare Bright copper wire. Wire gauge subject to agreement between buyer and seller. Green copper wire and hydrauli­ cally compacted material to be subject to agreement between buyer and seller."
30016,"Aluminium, Whrought Aluminium 8xxx series 1, Sheets, Clean"
18034,"Shall consist of clean fired 70/30 brass shell cases containing the brass primers, and containing no other foreign material . For material to be exported from the United States , all shells must be sufficiently	mutilated to prevent reuse and reloading."
10043,Cables de cobre-plomo
27733,"Electrical machines, Trafos with Copper core, Machine, Other casings"
10202,HIGH GRADE-LOW LEAD BRONZE/BRASS SOLIDS
600044,Turnings AlSi7Mg
10155,No. 1 COPPER WIRE
600141,Zinc cobre revestido
21641,Al. Offset
18026,"Shall have a copper content of not less than 75%, a								
tin content of not less than 6%, and a lead content								
of not less than 6% nor more than 11%, and total								
impurities, exclusive of zinc, antimony , and nickel of not more than 0.75%; the antimony content not to exceed 0.50%. Shall be free of lined and unlined								"
600274,"Non-metal, Non-metal, Non-metal, Wood"
30001,E-Cu Stanzabfälle
600102,"AlMg3, Pakete, Neu"
600037,"Alu guss Späne, unrein"
18071,Zinngeschirr Sn>90 
10151,AISI 441
10061,STAINLESS STEEL SCRAP
600208,"Aluminium, Mixed alloy, Component, Other adhesions"
10127,Cu neu
10043,Copper-lead cables
10214,"Shall consist of clean, untinned, uncoated, unalloyed copper wire and cable, free of brittle burnt wire. Wire gauge subject to agreement between buyer and seller. Free of copper tubing. Hydraulically briquet­ted copper subject to agreement."
10118,No. 2 COPPER WIRE
600111,Mixed Copper Granulate with impurities.
30024,MIXED LOW COPPER ALUMINUM CLIPPINGS AND SOLIDS
30014,AlZn Bleche Blank (7000er)
600076,"Iron, 1.4501, Solids, Clean"
10035,"Copper, Milberry 1, Wire, Tin coating"
10089,Virutas de torneado de cobre
10129,Cable de hierro
18068,"Tombac, pieces"
10070,"Derived from wet or dry media separation device, the material must be dry and not contain more than 1% maximum free zinc, 1% maximum free magnesium, and 1% maximum of analytical iron. Not to contain more than a total 2% maximum of non-metallics, of which no more than 1% shall be rubber and plastics. To be free of excessively oxidized material, air bag canisters, or any sealed or pressurized items. Any variation to be sold by special arrangement between buyer and seller."
31012,"Fabric, miscellaneous (bronze warp cables)"
10117,200 SERIES STAINLESS STEEL SCRAP SOLIDS
600213,"Aeorosole-Dosen, lackiert"
600078,"Alu, wire 99,7%"
10115,"Cobre, bañado en plata"
10119,STAINLESS STEEL SCRAP
600107,Virutas de torneado de latón Eco
10129,"Iron, Pure iron, Wire, Clean"
18037,Edelstahl - 1.4301
11057,STAINLESS STEEL SCRAP
10061,"Edelstahl, legiert, behaftet"
31031,Alu Iso Profile mit Anhaftung
600000,Aluminium Kennzeichen
600190,Fe punchings mixed (clean/galvanized) 
600194,"Iron, E2, Sheets, Cased in zinc"
18058,Alu body motors
18059,"Electronic scrap, miscellaneous"
60001,Cobre granulado de calidad baja
18032,"Copper, MS58, Solids, Clean"
600059,"Copper tube coils, clean "
600252,1.4313 Späne
600201,X10CrNi18-8
18008,ALUMINUM COPPER RADIATORS
600039,"Alu Profile 6060, rein"
600117,"Aluminium 6082 Stueckschrott, sauber"
600116,"Iron, FeCu18, Sheets, Copper plating"
10055,Alambre de cobre lacado
10024,"Copper, Milberry 1, Cable - 50-50, Cased in plastic"
10189,"Tungsten, Widia Nickel, Turnings, Other contaminations"
600053,"Copper, MS63, Solids, Oxidized (rusted)"
600117,Aluminium 6082 solids
10161,Edelstahl - 1.4541
600201,Stainless steel 1.4310
30003,No. 1 COPPER WIRE
11056,Acero inoxidable - 1.4057
600206,Mix DC01 und DX51 Stanzschrott
600099,X-ray films
10168,200 SERIES STAINLESS STEEL SCRAP SOLIDS
10181,Mix metal scrap
18038,STAINLESS STEEL SCRAP
10133,"Shall consist of yellow brass castings in crucible shape, no piece to measure more than 12 inches over any one part ; and shall be free of brass forgings, silicon bronze, aluminum bronze and manganese bronze, and not to contain more than 15% nickel plated material.   "
18017,Herramientas metálicas de wolframio (widia)
10207,Aluminium 5083 Solids
18027,"Radiador de cobre-latón, contaminado"
10003,Aluminium gears
10086,Virutas de torneado de titanio
600211,"Copper, copper 99.9%, Rod , Clean"
18073,"Zinc, old"
10035,"Kupfer, verzinnt"
18045,Class 3 circuit boards
17966,Latas de bebidas usadas
31014,Stainless steel - 2.4851 (alloy 601)
600053,Sólidos de MS63 (oxidaciones)
10202,Messing Haardraht
11046,"Shall consist of No. 1 bare, uncoated, unalloyed cop­per wire , commonly known as Bare Bright copper wire. Wire gauge subject to agreement between buyer and seller. Green copper wire and hydrauli­ cally compacted material to be subject to agreement between buyer and seller."
31014,"Shall consist of clean 18-8 type stainless steel clips and solids containing a minimum 7% nickel, 16% chrome, and have a maximum of .50% molybde­ num, .50% copper, .045% phosphorous, and .03% sulfur, and otherwise free of harmful contaminants. Particulars concerning physical description, grading, additional analysis, and preparation to be agreed upon between buyer and seller."
600143,Silverin400
600061,"RG-5 gun metal, solids, clean"
600050,V4A - Waste
18001,"Aluminium profiles, bare (new)"
30012,MIXED LOW COPPER ALUMINUM CLIPPINGS AND SOLIDS
600272,"Copper, CuFeP - C19210, Punchings, Clean"
10160,Estaño en polvo
10045,"Shall consist of clean 18-8 type stainless steel turn­ ings containing a minimum 7% nickel and 16% chrome, and to be free of nonferrous metals, non­ metallics, excessive iron, oil and other contaminants. Particulars concerning physical description, assay, and packaging to be agreed upon between buyer and seller."
10211,"Shall consist of new, clean, unalloyed aluminum wire or cable free from hair wire, ACSR, wire screen, iron, insulation and other non-metallic items."
31014,"Iron, Stainless steel - 2.4851, Solids, Clean"
600070,"Acero inoxidable - 1.4922, tubos, limpio"
31018,Neusilber
600146,FeNi22Cr3
10099,"Cable de cobre, mín. 82% Cu"
600050,V4A - Abfälle
10007,No. 2 COPPER WIRE
600144,Silverin500
600204,Edelstahl 1.4404
31034,CRGO - Cold rolled grain oriented electrical steel sheet in coil
600078,"Chatarra de aluminio secundario (preconsumo) 99,5 %"
600052,Cliff (cobre pesado n.º 2 sucio)
600047,"Aluminium, Aluminium bronze (89% Cu, 1% Fe, 10% Al), Granules, Other contaminations"
600261,ECU-Stanzabfälle mit FE
600148,Acero de punzón bañado en cobre
10220,Residuos de bronce fundido
10180,Stromzähler - Digital
600115,Stahblech mit Cu-Beschichtung 18 %. 
30055,"Shall consist of old aluminum food and/or beverage cans. The material is to be free of other scrap metals, foil, tin cans, plastic bottles, paper, glass, and other non-metallic items. Variations to this specification should be agreed upon prior to shipment between the buyer and seller ."
19465,Festplatten
600192,"Iron, Carbon steel, Punchings, Cased in copper"
10206,"Aluminium, Whrought Aluminium 7xxx series 2, Solids, Clean"
600048,MIXED BRASS
600177,Low Alloy Steel Scrap for Melting Grade 1.6368
10139,"Gold, Pure gold, Electronics, Cased in plastic"
18009,"Aluminium-copper, clean"
600150,Tin-plated punch steel
600158,Cu Stanz 3% Fe
10010,NEW ZINC DIE CAST SCRAP
10007,Kupfer-Eisen-Kühler
18043,"Handys, Smartphones"
600056,Zinc alt sheets
90003,Alu Kabel mit Cu Schirm
18028,"Cable de cobre, mín. 38 % Cu"
600061,RG-5
600272,CuFeP punchings clean
18069,Virutas de torneado de tombac
10189,Virutas de torneado de wolframio (tungsteno)
18050,"Circuitos impresos de clase 1A, antiguos"
600270,"Copper, copper 99.9%, Busbars, Cased in plastic"
600078,"Alu, wire 99,7%, briquetted shiny"
19556,Pb clean and dry
10075,Kupfer-Schälkabel
600098,226 Ingots
600093,Perfiles de aluminio mezclado con hierro al 15 %
600114,Tungsten carbide with Iron
10241,"Virutas de torneado de cobre, sucias"
600152,Scherenschrott E1
10045,"Iron, Stainless steel - 1.4301, Turnings, Clean"
18029,Kupferkabel mit Stecker
10021,"Cable de pararrayos de aluminio, desnudo"
600191,Ms85 Brass
18074,NEW ZINC DIE CAST SCRAP
600107,Eco Brass Turnings
18037,Mixed 304L + 316L
600063,"Acero inoxidable 1.7225, sólidos, limpio"
10117,"Iron, Stainless steel - 1.4404, Machine, Other adhesions"
18048,RAM mit Silber-Kontakten
30029,"Aluminium, Whrought Aluminium 6xxx series 3, Profile, Clean"
600190,"Iron, MIscellaneous iron, Solids, Coated in Zinc"
600145,FeNi18Cr12
18039,"Edelstahl, V4A Schrott"
600188,Manganese Steel alloys are generally simple carbon–manganese steels with a composition of 0.65%–0.84% C and 0.70%–1.10% Mn. Modern specifications require a fully pearlitic steel produced to specific hardness and strength levels.
10154,"Shall consist of clean 18-8 type stainless steel clips and solids containing a minimum 7% nickel, 16% chrome, and have a maximum of .50% molybde­ num, .50% copper, .045% phosphorous, and .03% sulfur, and otherwise free of harmful contaminants. Particulars concerning physical description, grading, additional analysis, and preparation to be agreed upon between buyer and seller."
600121,"Yellow Brass, Clean"
18043,"Mobiles, smartphones"
600047,Twire - BURNT FRAGMENTIZER ALUMINUM SCRAP (from Automobile Shredders)
18020,"Tungsten carbide, miscellaneous"
10119,"Shall consist of clean 18-8 type stainless steel clips and solids containing a minimum 7% nickel, 16% chrome, and have a maximum of .50% molybde­ num, .50% copper, .045% phosphorous, and .03% sulfur, and otherwise free of harmful contaminants. Particulars concerning physical description, grading, additional analysis, and preparation to be agreed upon between buyer and seller."
18022,"Shall consist of clean, untinned, uncoated, unalloyed copper wire and cable, free of brittle burnt wire. Wire gauge subject to agreement between buyer and seller. Free of copper tubing. Hydraulically briquet­ted copper subject to agreement."
10049,Chromstahl
10174,"Shall consist of new or unused, clean, zinc base die castings. Castings to be unplated, unpainted, and free from corrosion"
600099,"Silver, Silver Bromide (AgBr), Sheets, Cased in plastic"
10207,"Shall consist of old extruded aluminum of one alloy, typically alloy 6063, 6061, or 7075. Material must be free of iron, thermo break, saw chips, zinc corners, dirt, paper, cardboard, and other foreign contamination. Percentages of paint or other alloys to be agreed upon by buyer and seller."
600148,"Iron, Cast Iron, Punchings, Cased in copper"
30029,AlMgSi0.7 blank profiles
21649,"Silver, Pure silver, Electronics, Cased in plastic"
600152,"Iron, Old Scrap (E1) 1, Clippings, Clean"
600061,"Copper, RG-5, Solids, Clean"
10079,"Iron, Cast Iron, Solids, Clean"
10206,"Aluminio 7075, en sólidos"
27735,"SECONDARY ALUMINIUM SCRAP (PRECONSUMER) ALMGSI0,5 (6060,6063)"
600104,"AlMn1Mg0,5 Pakete, Neu"
10091,"Shall consist of clean 18-8 type stainless steel clips and solids containing a minimum 7% nickel, 16% chrome, and have a maximum of .50% molybde­ num, .50% copper, .045% phosphorous, and .03% sulfur, and otherwise free of harmful contaminants. Particulars concerning physical description, grading, additional analysis, and preparation to be agreed upon between buyer and seller."
27733,Transformadores pequeños
10148,"Non-metal, Non-metal, Non-metal, Non-metal"
18010,"Shall consist of clean old alloy aluminum sheet of two or more alloys, free of foil, venetian blinds, castings, hair wire, screen wire, food or beverage containers, radiator shells, airplane sheet, bottle caps, plastic, dirt, and other non-metallic items. Oil and grease not to total more than 1% . Up to 10% Tale permitted."
600033,"Edelstahl, X5CrNiMo17-12-2, Späne, rein"
18064,Pb from cables
600185,Edelstahl - EN 1.5231
10110,Messing-Patronenhülsen unrein
10135,"Shall consist of No. 1 bare, uncoated, unalloyed cop­per wire , commonly known as Bare Bright copper wire. Wire gauge subject to agreement between buyer and seller. Green copper wire and hydrauli­ cally compacted material to be subject to agreement between buyer and seller."
31017,Bloques de coches desguazados
10163,"Shall consist of clean 18-8 type stainless steel clips and solids containing a minimum 7% nickel, 16% chrome, and have a maximum of .50% molybde­ num, .50% copper, .045% phosphorous, and .03% sulfur, and otherwise free of harmful contaminants. Particulars concerning physical description, grading, additional analysis, and preparation to be agreed upon between buyer and seller."
600070,"Iron, Stainless steel - 1.4922, Tubes, Clean"
10061,"Iron, Stainless steel - 1.4301, Solids, Oxidized (rusted)"
18011,"Aluminium, Miscellaneous Aluminium, Solids, Clean"
600118,Aluminium-Offsetplatten mit Papier
18040,STAINLESS STEEL TURNINGS
10040,Estaño con un 50 % de plomo
10061,"Shall consist of clean 18-8 type stainless steel clips and solids containing a minimum 7% nickel, 16% chrome, and have a maximum of .50% molybde­ num, .50% copper, .045% phosphorous, and .03% sulfur, and otherwise free of harmful contaminants. Particulars concerning physical description, grading, additional analysis, and preparation to be agreed upon between buyer and seller."
31038,"Steel sheets, clean"
10070,Twitch 88% yield
10241,No. 2 COPPER SOLIDS AND TUBING
10070,Twitch con 88 % de rendimiento
10252,Brnze turnnigs
18058,Elektromotoren
31031,Aluminium iso profiles with adhesives
600084,"Copper, Milberry 2, Battery, Clean"
600148,Fe Stanz - verkupfert
600159,MS Erodierdraht
18065,"To be free of scrap lead, wheel weights, battery plates, rubber and/or plastic case material and other foreign material. A minimum of 97% metallic content is required. Review packaging specifications and regulatory status pertaining to shipping with buyer prior to sale."
10198,Tombac WBZ
60001,Low-grade copper granules
600271,MS63 Schrott verzinnt
600269,Mixed Scrap 
10241,"Shall consist of miscellaneous, unalloyed copper scrap having a nominal 96% copper content (mini­ mum 94%) as determined by electrolytic assay. Should be free of the following: Excessively leaded, tinned, soldered copper scrap ; brasses and bronzes; excessive oil content, iron and non-metallics; copper tubing with other than copper connections or with sediment; copper wire from burning; insulation; hair wire; brittle burnt wire; and should be reasonably free of ash. Hydraulically briquetted copper subject to agreement."
600098,226 ingots
18018,"Tungsten, Widia Nickel, Blades, Other contaminations"
31025,"Aluminium discs, 226 with iron"
600206,Mix Dc01 and Dx51 punchings
600071,"Stainless steel - 15MO3, tubes, clean"
600106,"Iron, Stainless steel - 1.4307, Solids, Clean"
10038,"Platinum, Pure platinum, Solids, Cased in stainless steel"
10025,"Iron, MIscellaneous iron, Granules, Other contaminations"
600092,Iron and steel remeltable compressor scrap (191212)
10032,Kupfer-Alu-Erdkabel
18062,"Iron, Cast Iron, Disc, Clean"
11055,STAINLESS STEEL SCRAP
600144,"Nickel, Silverin500, Waste, Clean"
10162,Electric motors - low grade
30024,Alu Blech Beschichtet Speziallegierung (8000er)
31034,"CRGO - Chapa de acero eléctrico de grano orientado, laminada en frío, en bobina"
10163,Edelstahl - 1.4162
30001,Pieces of red copper waste
21641,Alu-Offsetplatten
18064,Kabelschälblei
600111,Kupfer Raff Granulate
10124,Edelstahl - 1.4841
600152,"E1 Shear scrap: This category includes long, heavy-gauge scrap pieces that are typically obtained by shearing. These pieces may come from structures like girders, ships, or vehicle bodies.

"
31011,"Fabric, miscellaneous (copper-brass)"
10075,"Shall consist of No. 1 bare, uncoated, unalloyed cop­per wire , commonly known as Bare Bright copper wire. Wire gauge subject to agreement between buyer and seller. Green copper wire and hydrauli­ cally compacted material to be subject to agreement between buyer and seller."
10111,SCRAP LEAD-SOFT
600117,Sólidos de aluminio 6082
10111,"Shall consist of clean soft scrap lead, free of other materials such as drosses, battery plates, lead cov­ ered cable, hard lead, collapsible tubes, foil, type metals, aluminum, zinc, iron and brass fittings, dirty chemical lead and radioactive materials . Review packaging specifications and regulatory status per­ taining to shipping with buyer prior to sale."
600153,Cr Stanz 17% Cr
600198,low alloyed 1.6578
10051,Copper coils
600118,"Aluminium, Pure aluminium, Sheets, Cased in paper"
30022,"To consist of 1000 and/or 3000 series alloys , to be free of paper, plastic, excessively inked sheets, and any other contaminants. Minimum size of 3"" (8 cm) in any direction."
18061,Iron beams (E3)
600033,"Iron, Stainless steel - 1.4404, Turnings, Clean"
27735,"Shall consist of one alloy (typically 6063). Material may contain ""butt ends"" from the extrusion pro­ cess but must be free of any foreign contamination. Anodized material is acceptable. Painted material or alloys other than 6063 must be agreed upon by buyer and seller."
18023,"Shall consist of clean, untinned, uncoated, unalloyed copper wire and cable, free of brittle burnt wire. Wire gauge subject to agreement between buyer and seller. Free of copper tubing. Hydraulically briquet­ted copper subject to agreement."
10166,Barras de estaño
18018,"Acero rápido (HSS), variado"
600273,"Aluminium, Aluminium 1370, Sheets, Clean"
600157,"Copper composites, Cu 2% Fe, Punchings, Clean"
600089,Edelstahl - 1.4521
600081,Aleación de aluminio mezclado
600038,"Aluminium, Whrought Aluminium 2024 series, Turnings, Clean"
10032,Copper-aluminium underground cables
600082,shot lead
10005,"Shall consist of old extruded aluminum of one alloy, typically alloy 6063, 6061, or 7075. Material must be free of iron, thermo break, saw chips, zinc corners, dirt, paper, cardboard, and other foreign contamination. Percentages of paint or other alloys to be agreed upon by buyer and seller."
10119,"Iron, Stainless steel - 1.4408, Solids, Clean"
18071,Estaño de vajillas y cubertería
600274,Wood
600055,Pb dirty
600096,copper enamelled wire with paper
600209,"Aluminium, Mixed alloy, Component, Cased in plastic"
18072,"Zinn, rein, min. 99%"
600147,"Aluminium, 6111, Punchings, Clean"
18076,SEGREGATED NEW ALUMINUM ALLOY CLIPPINGS AND SOLIDS
600083,Alu 6063 - Billets
18028,"Kupferkabel, min. 38% Cu"
11057,Edelstahl - 1.4021
600050,"Iron, Stainless steel - 1.4404, Solids, Other contaminations"
18035,YELLOW BRASS SCRAP
10151,Edelstahl - 1.4509
18006,CLEAN MIXED OLD ALLOY SHEET ALUMINUM
600058,"Alukabel 1050, alt"
600203,Edelstahl 15-7 (NC52)
600081,Gemischtes Aluminium
18024,"Shall consist of miscellaneous, unalloyed copper scrap having a nominal 96% copper content (mini­ mum 94%) as determined by electrolytic assay. Should be free of the following: Excessively leaded, tinned, soldered copper scrap ; brasses and bronzes; excessive oil content, iron and non-metallics; copper tubing with other than copper connections or with sediment; copper wire from burning; insulation; hair wire; brittle burnt wire; and should be reasonably free of ash. Hydraulically briquetted copper subject to agreement."
18049,"Circuitos impresos de clase 1B, nuevos"
10027,Shearing scrap
600155,"Restos de punzonado de cobre, limpio"
18002,ALUMINUM EXTRUSION DEALER GRADE
18023,Kupferkerze
31074,Aluminium sleeve
18009,ALL ALUMINUM RADIATORS FROM AUTOMOBILES
10252,HIGH GRADE-LOW LEAD BRONZE/BRASS SOLIDS
10209,"Aluminium, Miscellaneous Aluminium, ASCR Aluminium cable , Clean"
18050,"Leiterplatten Klasse 1A, alt"
90003,"Shall consist of new, clean, uncoated and unpainted low copper aluminum scrap of two or more alloys with a minimum thickness of 0.015 inches (.38 mm) and to be free of 2000 and 7000 series, hair wire, wire screen, punchings less 1/2 inch (1.25 cm) diam­ eter, dirt, and other non-metallic items. Grease and oil not to total more than 1%. Variations to this speci­ fication should be agreed upon prior to shipment between the buyer and seller."
30053,Acero de herramientas
600057,Hilo de aluminio brillante
10200,Aluminio con bronce
10034,"Copper, Milberry 1, Overhead cable, Clean"
10021,NEW PURE ALUMINUM WIRE AND CABLE
600037,"Cast Aluminium 226, Turnings, clean"
600149,Low manganese punch steel (Steel - 1.8928)
31034,"Iron, Silicon Steel (Si:5Fe), Coil, Clean"
18027,MACHINERY OR HARD BRASS SOLIDS
3011,Chatarra nueva ligera/pesada E8/E2 (hierro)
10002,Aluminium mit Fremdanhaftung
600260,"Copper, CuFe 2P, Punchings, Silver plating"
18072,"Estaño, puro, mín. 99 %"
11057,"Shall consist of clean 18-8 type stainless steel clips and solids containing a minimum 7% nickel, 16% chrome, and have a maximum of .50% molybde­ num, .50% copper, .045% phosphorous, and .03% sulfur, and otherwise free of harmful contaminants. Particulars concerning physical description, grading, additional analysis, and preparation to be agreed upon between buyer and seller."
10220,Cast bronze waste
600210,1402 - Fe punch b Fe punch blank Mn high (over 0.3%) ASN: 35103
18043,"Gold, Smart phone, Electronics, Cased in plastic"
19465,Hard drives
30027,"Aluminium, Whrought Aluminium 2xxx series 1, Sheets, Other contaminations"
600185,Acero inoxidable - EN 1.5231
600197,1.5415 
600091,"Iron, Stainless steel - 1.4301, Precisely chopped trimmings, Clean"
600185,Stainless steel - EN 1.5231
600057,Aluminium wire bright
600043,"Alu Späne, gemischte 5% tol."
31018,"Copper, Nickel silver, Solids, Clean"
18014,"Aluminium, Cast Aluminium, Solids, Oxidized (rusted)"
600066,"Hilo de aluminio 1200 al 99,5 %, limpio"
10111,"Lead, Unalloyed Lead, Shot (pellet), Clean"
10220,It is recommended these materials be sold by analy­ sis.
600085,remelted scrap ingots 
18008,"Aluminium, Aluminium radiator, Solids, Other contaminations"
18057,"Gold, PC, Electronics, Cased in plastic"
600195,Eisen Neuschrott leicht/ schwer Stanz E8/E2 
10062,"Aluminium, Whrought Aluminium 1xxxx series 1, Sheets, Other contaminations"
10031,"Aluminium, Pure aluminium, Cable - 50-50, Cased in plastic"
600080,Aluminium 6063 Profile
600033,"Edelstahl, 1.4401, Späne, rein"
30022,Chapas de AlMn lacadas (serie 3000)
18061,E3 - Schwerschrott
10252,Virutas de torneado de bronce
600202,Acero inoxidable 1.1231
19468,CPUs con ranuras
10207,Aluminium 5083 solids
600096,"Copper, copper 99.9%, Wire, Lacquered"
10075,No. 1 COPPER WIRE
18001,NEW PRODUCTION ALUMINUM EXTRUSIONS
10203,"Aluminium, Whrought Aluminium 6xxx series 2, Bailed, Clean"
600037,"Aluminium, Cast Aluminium - 226, Turnings, Clean"
18061,Vigas de hierro (E3)
31026,Edelstahl - 1.4859
600261,ECU punching waste with FE
18068,Ebony - Sólidos de latón rojo al 85 %
10124,Acero inoxidable - 1.4841
18005,"To consist of 1000 and/or 3000 series alloys, uncoated, unpainted, to be free of paper, plastic, ink, and any other contaminants . Minimum size of 3"" (8 cm) in any direction."
600048,"Copper, MS58, Solids, Other contaminations"
11057,Stainless steel - 1.4021
31017,"Old and new mechanical pieces and components not accepted in the other grades prepared in a manner to ensure direct charging. May include cast iron pieces (mainly the housing of the mechanical components). Must be free of metallic copper, tin, lead (and alloys) and pieces such as bearing shell, bronze rings and other as well as steriles to meet the aimed analytical contents. Refer to points B) and C) of the general conditions."
18024,"Cobre, variado, calidad baja, antiguo"
600143,"Nickel, Nickel Alloy, Waste, Clean"
18029,Cable de cobre con enchufe
10063,Alu Billet 6060 - 8in
18064,Cable sheath lead
600096,Lackdraht mit Papier
31018,Nickel silver
600105,Berry/Candy
18042,"Gold, Smart phone, Electronics, Cased in plastic"
10091,Edelstahl - 1.4828
10214,"Copper, Milberry 2, Solids, Other contaminations"
10010,"Zinklegierungen, behaftet"
600049,"Aluminium, Whrought Aluminium 1050[45] series, Ingot, Cast iron coating"
11027,PCB-Power-Board
10116,Lead granules
10160,BLOCK TIN
10209,"Aluminium Conductor Stell Reinforced (ACSR) wire is a combination of steel and aluminum wire , of various configurations, with the expected aluminum recovery agreed upon by the buyer and the seller. Material to be free of other wires and cables unless mutually agreed upon.  "
600192,"Steel Stamping scrap, copper coated PHC"
600159,Brass EDM wire used for precision cutting and shaping of hard materials
10035,"Shall consist of No. 1 bare, uncoated, unalloyed cop­per wire , commonly known as Bare Bright copper wire. Wire gauge subject to agreement between buyer and seller. Green copper wire and hydrauli­ cally compacted material to be subject to agreement between buyer and seller."
18006,"Aluminium sheet, old, painted"
10127,"Copper, Milberry 4, Solids, Clean"
600122,Copper with Tin
600100,Edelstahl - 1.2080
600040,"Acero inoxidable 1.4903, sólidos, limpio"
30030,AlMgSi1 Profile Blank
600102,"AlMg3, Bails, Clean"
10025,FE Shredder material
10207,ALUMINUM EXTRUSION DEALER GRADE
30052,"Iron, Cast Iron, Coil, Clean"
600113,Chapas limpias de 5er/6er
600106,Edelstahl 1.4307
18023,"Bright copper, no 2, sparkplugs"
10160,"Block tin must assay minimum of 98% tin, and to be free of liquids, solder, and brass connections, pew­ ter, pumps, pot pieces, and dirt."
600085,Lingots sows
10106,Caja de distribución eléctrica
18026,"Radiador de cobre-latón, limpio"
600191,"Copper, Ms85, Solids, Clean"
10055,Kupfer-Lackdraht
10018,"To consist of 1000 and/or 3000 series alloys , to be free of paper, plastic, excessively inked sheets, and any other contaminants. Minimum size of 3"" (8 cm) in any direction."
31002,"Armaturenmessing, behaftet"
18060,"Iron, Old Scrap (E1) 1, Solids, Other contaminations"
30001,Blank copper punchings
18029,Copper cable with plug
10202,Brass hair wire
10180,Motor starter
600142,Zinc coated Copper solids
600000,"Aluminium, Whrought Aluminium 1100, Sheets, Lacquered"
18069,"Shall consist of red brass scrap, valves, machinery bearings and other machinery parts, including mis­ cellaneous castings made of copper, tin, zinc, and/or lead. Shall be free of semi-red brass castings (78% to 81% copper); railroad car boxes and other similar high-lead alloys; cocks and faucets; closed water meters; gates; pot pieces; ingots and burned brass; aluminum, silicon, and manganese bronzes; iron and non-metallics. No piece to measure more than 12"" over any one part or weigh over 100 lbs. Heavier pieces acceptable upon mutual agreement between buyer and seller."
10155,"Shall consist of clean, untinned, uncoated, unalloyed copper wire and cable, free of brittle burnt wire. Wire gauge subject to agreement between buyer and seller. Free of copper tubing. Hydraulically briquet­ted copper subject to agreement."
10075,Copper from sheathed cables
10045,"Stainless steel, V2a scrap, nirosta, turnings"
27735,"AlMgSi0.5 - Alu Stanzmaterial, blank"
18032,Brass Turnings CW614N
600141,Kupfer verzinkt
10031,NEW PURE ALUMINUM WIRE AND CABLE
600252,1.4313 shavings
600092,Kompressoren
18018,"Hss, miscellaneous, high speed steel"
31074,"Shall consist of old aluminum food and/or beverage cans. The material is to be free of other scrap metals, foil, tin cans, plastic bottles, paper, glass, and other non-metallic items. Variations to this specification should be agreed upon prior to shipment between the buyer and seller ."
600073,Acero inoxidable - 1.4545 (NC62)
600270,Copper contacts
10051,"Shall consist of No. 1 bare, uncoated, unalloyed cop­per wire , commonly known as Bare Bright copper wire. Wire gauge subject to agreement between buyer and seller. Green copper wire and hydrauli­ cally compacted material to be subject to agreement between buyer and seller."
10189,Hartmetall Späne
