txt_material_comments_seller,cd_product_id
"2 Kupferplatten jeweils 210*100 und 6 mm stark
jeweils ca 113 kg Kupfer

Die Platten liegen schon Jahre im Bett wg. Wasserader

Abholung in DE-32547 Bad Oeynhausen",18025
"Elektrolytkupfer 99,9% mit sehr dünner schwarzer Schicht vom erodieren.",18022
"Elektrolytkupfer 99,9% Rohmaterial zur spanenden Bearbeitung",18023
"-Mining copper to add value to finish products such as copper cathode and
blisters 99.9% copper, 99.8% blisters.",18022
AC46000,18013
GC4415,18017
CuZn39Pb3 R430,18033
"Materialanalyse

Bestandteile      Menge Enthalten
Kohlenstoff        0.0309
Eisen                 0.005
Phosphor           0.009
Schwefel           0.009
Zink                   0.003",18025
Formrohre und Bleche,18060
"Werkstoff 1.4403 , X5CrNiMo19-11",10049
Solarkabel und Erdkabel NYY,18028
"NAYY Erdkabel 
meist NAYY-J 5*95 aber auch 1*300 und soagar 1*500",600066
AGM Batterien,18065
AQ65,18060
90-100%,18071
Stanzgitterstreifen  Güte 7020,18005
Stanzgitterstreifen  Güte 7020,18005
S-Sn97Ag3,18070
"Batterietype SBL 55-12i, 12V 55Ah",18065
H07Z-K 25mm,18031
no.,18020
CAT 7 Netzwerk Kabel,18028
"Stahl felge, metall von LKWs und teilen.",18020
Ab 90er,18071
CuNi12Zn25Pb1 (Neusilber),31018
MS58 Stückig,18032
MS58 Späne,30005
We have gearboxes and gearbox spares which are completely new and can be resoled in the market as new products. These gearboxes are primer coated and painted with basic paint and the spares are also new and can be sold as aftermarket parts.,3011
gestempelt und teilweise noch höherwertige Edelstähle,18039
"Zinc-aluminium coating steel  From Big Dutchman poultry cages 
Mild steel zinc coated from zucami",18060
"Zinc-aluminium coating steel 
Mild steel zinc coated",18060
Edelstahl 18/3 GN Behälter,18037
Stahlblech,600079
Batterien 240 x Hoppecke power.com SVB 2V400,18065
"Stahl S235, beschichtet
204 lfm HEB500 Träger.
Einzellänge 12m, kann aber bei bedarf auf 6m oder 4m von uns geschnitten werden.",18060
Nein es ist private,18043
Stahlkamin Entstaubung Asphaltmischanlage,18060
Autobatterien,18065
"Alte Kältemaschinen mit Fachgerechter Entsorgung von Kältemittel und Öl

Nur mehr Metal , Kupfer und Aluminium",18058
EN AW 6060 T66 Eloxiert,18002
1.4301,11055
Almg3,30012
s235,10027
"2 Kisten HSS / E  Schrott 1x370 Kg und 1x 107 Kg
1 Kiste VHM-Bohrer und Fräser 186 Kg
1 Kiste HM-Wendeplatten 978 Kg",18018
"IPE 550 16,00 m lang",18061
Es sin Schneidemesser von Verpackungsmaschinen und Gleidringdichtungen von Pumpen,18020
Nein,19468
Mangan stahl,18020
Ethernalkabel cat7,18028
1.4408 und 1.4571,18039
St37.2  = 217.820 kg / St37.2+St52.3 = 57.150 kg / 1.4845 = 1.890 kg / HII ST = 620 kg / St37.4 = 12.500 kg / ST 37.4 = 3.500 kg / St37.5 = 2.500 kg / St37.6 = 4.500 kg / St37.7 = 1.500 kg / St 37 + St 52 = 1.750 kg / St37/St52/C40 = 15.000 kg / St52 = 14.500 kg / St52.3 = 26.400 kg,600079
"Kabelreste ohne Stecker, Abfälle",10214
Kühlkörper etc,600081
"Motorreste, Abfälle",18060
1.4301/1.4307 DIN EN 10088-2/DIN EN ISO 9445-2,18037
Industrieanlage,18061
Industrieanlage,18061
nn,18028
Nein,18008
"Aluminium98%
Aluminium contant 60%. Aluminium with plastic backing",10193
"EN AW- 6060 [A l MgSi] T66 – (A lMgSi0,5 F22), warm ausgehärtet, gepresst",18001
alte Batterien - von Sicherheitsbeleuchtungsanlage: Vision 6FM 230-X / 230 AH - 20 Stück,18065
Aluminium turnings originating from profiles,18015
Aluminium profiles turnings,18015
"DIN EN 10025 warmgewalzte Erzeugnisse aus unlegierten Baustählen
DIN 4114 Stahlbau - Stabilitätsfälle
Din 15018
Din 15019-1
Din15020",18060
"DIN EN 10025 warmgewalzte Erzeugnisse aus unlegierten Baustählen
DIN 4114 Stahlbau - Stabilitätsfälle",18060
Druckerzubehör und Computerzubehör,18057
"1.4372 / AISI 201
Analyse Cr 16-17%, Mn 5.5-7.0%, Ni 3.5-4.5%",600087
ALU7075 / 3.4365,10206
Werkzeugstahl,18060
"•	Name of Product	:	Copper Wire Scrap
-	Grade: A
-	Copper: 99.99%
-	Carbon: <0.03%
-	Cobalt: <0.001%
-	Iron:< 0.005%
-	Phosphorus: <0.01%
-	Sulphur: <0.01%
-	Zinc:<0.3%
-	Wire Diameter:0.20mm, 0.25mm, 0.30mm
-	Weight: 3kg, 5kg, 7kg, 15kg, 20kg
-	Tensile strength:1000 N/MM2, 900 N/MM2, 500 N/MM2, 450 N/MM2",10214
"•	Name of Product	:	Copper Wire Scrap
-	Grade: A
-	Copper: 99.99%
-	Carbon: <0.03%
-	Cobalt: <0.001%
-	Iron:< 0.005%
-	Phosphorus: <0.01%
-	Sulphur: <0.01%
-	Zinc:<0.3%
-	Wire Diameter:0.20mm, 0.25mm, 0.30mm
-	Weight: 3kg, 5kg, 7kg, 15kg, 20kg
-	Tensile strength:1000 N/MM2, 900 N/MM2, 500 N/MM2, 450 N/MM2",10214
"•	Aluminum Incinerator  (incinerated bottom ash)
	Different yields : 60%;70%; 80% 85%; 90%
        Sizes: 3-8 mm; 8-16 mm; 16-60 mm.etc",600083
Legierung 60 60 T66,18001
Hms 1&2 p&s scrap,18061
geschmiedetes Aluminium,18011
CDD000060,18065
1.4301,18037
"Es handelt sich um die Auflösung eines metallverarbeitenden Betriebes mit Altmaschinen, Werkzeugen, Richtplatten (3 x 3 Meter, 10 cm Dick) usw.",18060
nein,19556
Position besteht aus mehreren Stahlträgern in Längen zwischen 3 bis 12 Meter (HEB und HEA; 180 bis 300). In Summe sind es 33 Stahlträger.,18060
E1,18060
"Der Körper selber ist aus dem Präzisionsband: M.Präzisionsband 1.4301
Die Rastfedern sind aus Runddraht: M.Runddraht 1.4310 
Die Kupplung selber beinhaltet verschiedene Materialien: M.Präzisionsband 1.4016.
Als Fremdkörper wäre nur ein Dichtring drinnen aus Kautschuk.",600091
ADC12,18013
"Painted Aluminium coils 
Euro standard: EN AW 5754
coil with spool
Laquer: silver/ clear laquer",30055
Eisen - Stahl - Aluminium,18060
Böhler N530 SC,10049
1.4571,10150
Steckerkabel von Haushaltsgroßgeräten 75% und Netzwerkkabel 15%,18029
170404,18073
"ALU profiles leg: 6063, 6062, 6060, 6005A

Mixed ALU Briketts",10194
"Alu-Zinkbeschichtetes Wellblech, Zinkauflage 530g/m2",30022
37019900,10117
84411010,10117
99,18025
Es handelt sich um Laderaumdeckel eines Binnenschiffs mit Stahlrahmen und -rollen und Blechabdeckungen,18060
EN 1.4404 Neuware Blücher Rohrsystem,18039
USV Batterien,18065
"Trappetzblech aus einem Hallen Rückbau sowie Einbau Kassetten aus Stahl 

insgesamt ca. 400 qm Material",18060
Hartmetall,18019
304,18040
1.4301,18037
EN AW-2017A,18001
Eisen,18060
Aluguss G5-G/5083 vermischt mit Stahl bzw. Kupferrohren.,18003
Herford Motor,18061
"1.4021
Bleche

3600x1350x2,5mm gebraucht",10049
"Reines Alu. Türblenden, Griffe,  und knöpfe",18005
Blei,10111
kupfer blank millberry,18025
Werkszeugnisse usw.,10161
W content is typically 8-10% - Sn at around 2% - Co 5-8%,18020
1.4301,18037
EN AW 6063 T66,18001
3,18020
3,18020
3,18020
3,18020
3,18020
3,18020
3,18020
EN AW 6060 T66,18001
Zinn mit X Met gemessen ca. 99 % Sn,18072
1.4301,18037
Bestehen nur aus Kabel kupfer,18022
"Diese Legierung hat eine Zusammensetzung von 94,35% Kupfer und 5,65% Zink",18067
Eisen,18019
Keine Analyse,18056
Grade 2,10086
1.4571,10150
das Material ist zerhackter Erodierdraht Messing Blank MS 63,600053
"Nur Test (bin Student). Bitte nicht bearbeiten.
1.3343",18018
6061,600043
"Abfälle vom Landwirtschaftlichen betrieb. 
Alte Landmaschinen / Baggerarm / Baggerkette",18060
Nein,18002
2.1191 Cu Ag in Festform (Platten),18022
1.2311 / 1.2343 / 1.2379 / 1.1730 // Etwa 55-60% sind 1.1730 die restlichen 45-40% verteilen sich auf die 1.2xxx Qualitäten.,30053
"Nein ,lässt sich aber nachreichen.",18034
alu,21641
S235 und S355,600112
1.4404,30012
Almg3 + Almg1,600065
Trogbatterien - Stapler,18065
"1.4404
APZ 3.1 vorhanden",18039
1.4307 (304L),18037
Alu-Offsetplatten ohne Papier auf Einwegpalette,21641
"Ipe200 (12) Rst 37.2 (1.0038)
En 10027 S235jrg2

Ipe140 (12) Rst 37.2 (1.0038)
En 10027 S235jrg2",18060
Kommt,18039
unbekannt,18060
"Es handelt sich um bereits gedrehte Hülsen (Länge ca. 22mm / Durchmesser ca. 6-8mm) 
Werkstoff: CuZn39Pb3, chemisch vernickelt 8μm +/-2μm",18032
1.2312,18060
"es handelt sich um 1 2,55m lange 10cm Durchmesser Stahlstütze",600079
"AlMgSi 0,5 Stranggussprofile, Originalverpackt, Länge max. 8,3m, Neuware",30029
1.4404,18039
AlMg3 (EN: AW 5754),18005
Kupferkabel durchschnitt 60-65 % Kupferanteil,18030
"Es handelt sich um unzerlegte  Automatikgetriebe mit Fe anteil 
ca 450 St a 70 - 80 kg  Tel 0151 29136119",18014
"VHM Fräser & Boher
K05-K15 Substrat",18019
3003,10078
Schiffbaustahl,18060
Kupfer-Leitschienen blank,10034
Yes,21641
Yes,21641
"Sehr geehrte Damen und Herren,
es handelt sich hier um 2 Quaderballenpresse wie auf dem Foto zu sehen ist.
Beide Strohpressen sind restlos ausgebrannt. Reiner ""Kernschrott"" also.",10027
AlMg3 5754 H22 blank 88x0.80 mm in Ringen,30055
"Gehäuse aus Blech. Maschinenbett ist aus Guss Ca. 70% 
Restliches aus Maschinenstahl",10117
"S235JR 2500x1250x10mm
gebeizt und geölt
APZ 3.1 vorhanden
Paketgewicht ca. 2.1 to",600075
"1.4016 Mittelformat 2500x1250x1mm
Oberfläche 2B
mit Zwischenfolie
APZ3.1 vorhanden
Paketgewicht ~2 to",600088
"1.4571 Mittelformat 2500 x 1250 x 3
APZ 3.1 vorhanden
Oberfläche 2B
2 Pakete",10150
EN-GJS-400-15,18061
"Es handelt sich um den Schiffskörper eines pontons, der verschrottet werden soll.",18061
"Moin, ich kann noch keine Fotos machen, da ist noch etwas Messing dran. Ich werde das Messing noch entfernen.

Es handelt sich um normalen Mischkupfer, teilweise verlötet und verfärbt , sonst keine weiteren Anhaftungen.

Mit freundlichen Grüßen
Michael Leimberger
M.Leimberger Schrott und Metallhandel 
Idafehn Süd 104
26842 Ostrhauderfehn
01626398655",18024
"Messing, gemischt, ohne Eisen und plastik.",31011
"Stahlblechcoils: Güte DC03 AmO (übliche Oberfläche, matt, geölt nach DIN EN 10130 / 10131)
Dicke: 1,15 mm
unterschiedliche Coil-Breiten: 479, 649, 823, 994 und 1'165 mm
Coilgewicht:  überwiegend 4 - 5,5 to
RID: 508 mm
RAD: max 1'500 mm
Provenienz: Deutsche Stahlhersteller

Ladung direkt auf Lkw mit Mulden-Lkw. (Topbeladung) 
Keine Verpackung oder Umverpackung auf Paletten möglich.",600149
"es handelt sich um 2 Aluminium-Container ( 10,8 m³) L x B X H;  2,5 m X 2,1 m X 2,2 m, komplett - bei Wiederverwendung reparaturbedürftig.",18006
P355 GH,18060
"Edelstahl, X5CrNi18-10",11055
"•	Zum Regalsystem habe ich keine Angaben gefunden
•	Bühnen:
o	S235 JR – UNI EN 10025-2:2005
o	S355 JR – UNI EN 10025-2:200",18060
"Stahlguss,Temperguss",600064
"Co: 10,43 - 12,25
W: 81,60 - 83,48
LEC: 6",18019
Nein,18025
Diverse Autobatterien,18065
MILLBERRY BLANK,18025
Trafo E70 mit Ferritkernen,10197
"Analysereport ISE0002208166
TU 1793-011-50316079-2004",4060
S355j2,18060
ALSi,18011
"Sehr geehrte Damen und Herren,

ich habe diese Liste mit dem Material:

Werkstoffnummer	Stück	Oberfläche
1.4016		
		
1280x2850x2,5	1	geschlieffen K8
1280x2850x2,5	12	Poliert
1280x2850x2,6	1	Poliert
1280x2850x3,1		Normal
		
		
Werkstoffnummer		
1.4021		
		
1660x980x1,75	61	3.A
1660x980x1,5	122	HP-HP
2590x1300x3,0	1	Sand
2590x1300x3.0	1	Geschlieffen
2590x1300x3.1	4	Geschlieffen Fein
2590x1650x4	2	3.A
		
		
Werkstoffnummer		
1.4031		
		
2200x1100x2,0	86	K240-K240
2200x1100x2,15	14	K100
2200x1100x2,,15	26	3.A
		
		
		
Werkstoffnummer		
1.4300		
		
2245x1180x4,4	18	3.A
		
		
Werkstoffnummer		
ST 37 oder 52		
		
2200x250x85	2	Geglüht
1600x250x85	1	Geglüht
250x85		
		
Werkstoffnummer		
EC 80		
		
1500x1000x20	2	Geschlieffen
Das sind Edelstahlplatten für die Verpackungsindustrie, nach Geschäftsaufgabe sind diese noch über.

Alles ist in den Kisten eingepackt. Kann mit dem Gabelstappler geladen werden. s. Fotos",600088
V2A-Blechschrott,600087
Titanzink Verschnitte bei der Herstellung (neuwertig) sowie Rückläufer bei Demontagen ( Verwittertes Material) alle Materialien ohne Bitumenanhaftung.,18073
"EN 10270-1 - SH 5,0 Federstahldraht Ringe  auf Europaletten mit Übermass
ca 1000 KG je Palette",600047
18NiCrMo7-6,18037
Nein,10129
Grade 2 copper wire,600059
This is just ss304. 304 grade stainless. Can give more details about the shapes that they come in later.,10046
1.4301,18037
"70% 6xxx, 30% mixed 2/7xxx",600043
1.3343,18018
6063T6 / 6082 T6,600093
EN AW 6063 T6,600080
1.4571,18039
S 235 nach EN 10025-2,18061
Alufelgen Sauber,18011
"Material : 3.3206.71 / ENAW 60563
sauber ohne Lakierung, sortenrein
Längen 1,20 / 2,5m und 4,2m",600080
"2.0401, MS58, sortenrein, normalerweise ca. 0,15% Fe und 4% Feuchtigkeit",18033
"MS58, sortenrein, Reste von Coils",18032
"Das Material war bisher immer Granulatstufe 1a beim Verkaufen an andere Aufkäufer. Wir sind erst an einem Angebot interessiert, bevor wir weitere Schritte, wie Qualitätsprüfung, Bilder, Labor etc. veranlassen.",30002
"EN AW-5754 (AlMg3) H22
EN 573 -3, 485 -1/-2/-4 Ohne
Papierzwischenlage
Paketgewicht ca. 1000 kg",600102
"1) MS60 verchromt 
2) MS63 roh (nicht verchromt)
3) Zink z.B. ZP3 = ZnAl4

Bitten Sie bitte sortenreine Preise (Einzelpositionen) an und als Mischschrott (Positionen 1-3 in Gitterboxen)",18036
1.4571,18039
1.4571,18039
1.4571,18039
1.4571,18039
"MS 60 Armaturen verchromt 
MS 63 nicht verchromt 
ZnAl4",31011
"Edelstahl 1.4404.

Durchmesser = 3600 mm
Höhe = 6000 mm
Bodendicke = 8 mm
Deckeldicke = 6 mm
Wandung = 4 mm
Gewicht ca. 3500 kg",10119
"1.7335, 1.7380, 1.7375, 1.6368, S235, etc.",18061
"wir stellen 2 mal im Jahr ca 3 t VHM Schrott, auf Europalette in Stahlfässern bereit.
Reines Hartmetall ohne Stahlbeimischung",18020
Millberry blank,18025
handelsübliche Qualität,18073
nicht vorhanden,18017
EN AW-6060 T66,18002
S235,18061
Wird nachgereicht bei Bedarf. Es handelt sich um Formenschrott aus der Glasindustrie die aus Kupfer und Nickel bestehen. Materialzusammensetzung kann auf Wunsch geschickt werden.,10220
Materialzusammensetzung kann auf Wunsch eingereicht werden.,10083
99% LME,600119
2.4869,10083
Keine,18001
"Die 3 To. sind geraten. Es handelt sich um Blechschrott bis max. 5mm Marerialstärke, teilweise aber über 120 bzw. 150cm. Wenn Sie so netrt wären und mir beide preise geben würden, also blech / Eisen bis 5mm, max Conainerlang und einmal Schere, könnte ich entscheiden, welche Variante für mich lohnenswerter wäre.  :)",10027
"normales 3 adriges (3x1,5er) Kabel",10024
"untere Qualität, alte telekomunikationskabel mit Stecker",18029
IDE Festplatten Seagate Bj 2000-2010,19465
Ich löse ein Bauunjternehmen auf. Hier meine ich alles was über 6mm Materialstärke hat.,18061
PKW Teile (nur Blechteile ohne Anhaftungen weniger 3%),10027
Alte SD Ramspeicher von servern,18051
"Der Einkauf bestätigt eine Reinheit von 99,9 % Aluminium",21641
1000 kg,18003
Offset,21641
"Bandmaterial CuZn 30, unterkupfert flash, verzinnt",600120
Stahl Träger 40x30x4cm,18061
contact for aluminium hard scrap,600049
"Alte Heizkörper,heizrohre",3011
"das Material ist 1.4418, es handelt sich um Drehspäne",10045
"1 Gabelstapler Steinbock  leergewicht 2,3ton",10117
"Ich bin nicht sicher ob ich welche bereitstellen kann, es handelt sich um Altware.
Es sind Elektromotoren mit Flansch oder Sohle.
Die Wicklung ist aus Kupfer. Das Gehäuse ist aus Gusseisen und/oder Aluminium.
Es gibt Einphasen- und Dreiphasenmotoren.
Viele Motoren verfügen auch über eine Hydraulikpumpe.",18058
CuSn6 / 8 / 10,600122
CuSn6 / 8 / 10,600122
Mischschrott,18060
.,600098
2000Kg  Cu Raff,10118
"Kabel mit Transportschaden, ohne Belastungen, auf Kabeltrommel
285m NYCWY 4x120/70
Gewicht 6,3 kg/m
Gewicht CU 5,388 kg/m",10099
"Guten Tag, 
wir haben ca 800kg Kupferschrott in der Legierung 

Kupfer- Blech EN 1652 halbhart R240
CW024A Cu-DHP 2

Anzubieten. Bitte unterbreiten sie uns ein Angebot inklusive Abholung.",600155
"20.000 Tonnen HMS1/2 (HMS1=80%, HMS2=20%)
HMS 2 = 6.000 Tonnen
Neuer Schrott = 6.000 Tonnen",600195
"Mechanical Properties
Rp0,2 (MPa) - 126
Rm (MPa) - 221
A60% - 22",600065
"20 Spaltbänder mit je ca. 477 kg
Edelstahl Spaltband, WST 1.4016, Verfahren kaltgewalzt 2R, EN 10088-2
1,25x33 Toleranzen +0/-0,06 B +0/-0,2 

Liegend auf Einweg-Paletten, auf Karton gelagert
Einzelringe 1x längs und mind. 4x quer umreift
Zwischenhölzer zwischen den Coils min. 4x4 cm
RID 508mm, RAD 1630mm",600088
"UBC SCRAP 99,9% ALUMINIUM",18003
"- Firma name: Marian Manuel Razvan
- Heisenberg str. Nr 22
- 84544 Aschau am inn ,
- steuernummer: DE333902707
- altereifenentsorgung@gmail.com
- Tel : 015110115533
- Alufelge und Reifen",18025
KFZ Kennzeichen,18006
??,18034
"99.78% Milberry copper.
Can contain residue from oil-filled transformers. Partly covered with paper.
PCB-tested, certificate available.",600035
"-	83,70 kg N2XCH 4x 50 SM/25; Kupferanteil 87 %
-	1.116 kg NYCWY 4x185SM/ 95; Kupferanteil 82 %",10099
Es handelt sich um Fabrikneue Alufelgen A. 356. Alu. Felgen sind sauber nicht verunreinigt und ohne Ventile oder Ä.,18011
SPECIFICATION: COPPER WIRE SCRAP AA 99.99% MIN Products Name    Copper Scrap Wire (Millberry) 99.78% A NALYSIS RESULT ITEM S T A NDARD(%) Purity (Wt%) ≥99.78 RESULTS(%) CARBON 99.9% 0.03% COBLET 0.03% <0. 001 IRON 0.0009 0. 005% PHOSPHORUS 0.005% <0. 01% SULPHUR 0.009% <0. 01% ZINC 0.009% 0. 003%,18025
SCRAP,10206
"Sehr geehrte Damen und Herren,
dieses Material sind früher versilberte Bestecke gewesen. Wir haben das Silber abgewaschen und suchen nach einem guten Abnehmer für dieses Material. Es ist 58% Messing und 10-12% Nickel Anteile. Messer sind keine dabei. Mit besten grüßen, Heinrich Bott. Geschäftsführer.",600121
"HMS  1 & 2 scrap. REQUIRE   MINIM  30,000  TONS
FOR  INDIA  AND  MIDDLE  EAST  ON  MONTHLY  BASIS",600001
Hallo,18025
"Zinn-Legierung:  Sn90Pb10; Sn60Pb40, Pb50Sn50; Pb60Sn40

Schmelz-/Gefrierpunkt: 183 – 263°C
Temperatur: 1750°C mit Blei; 2270°C für Zinn
Flammpunkt: keine Daten.
Verdunstungsrate: keine Daten.
Brennbarkeit: nicht brennbar.
Obere/untere Entflammbarkeits- oder Explosionsgrenzen: niemals anwendbar.
Dampfdruck: keine Daten.
Dampfdichte: keine Daten.
Relative Dichte: ca. 9,3 g/cm3
Löslichkeit: unlöslich.
Octanol/Wasser-Bibliotheksverhältnis: keine Daten.",18070
Aluminium Offset Druckplatten der Marke Kodak XTRA 2 und XTRA 3,21641
"Druckplatte SONORA XTRA-3 Hersteller Kodak. Abmaße 795x1050x0,3 

ca. 5400 Platten",21641
Almg3 h111,18005
..,18061
"invar36(ni36%,Fe62%)",10083
An der Maschine befestigte Kristallstücke,18017
1.7227+QT Späne aus Zerspanung,18040
"stahltägerschrott, ca 20 meter lang, diverse stärken",600197
CU/NI 95/5,600041
Mi,18025
Altblei Barren und Bruch,19556
"gleiches Material wie bei den Aluminiumprofilen, allerdings pulverbeschichtet",18002
das Gleiche wie bei den Profilabschnitten,600043
"AW 6060 T66 E6/Ev1, teilweise auch pressblank
Fotos können wir später schicken. Wir haben zur Zeit keinen Container da, sondern sammeln in kleineren Behältern. Es handelt sich um Aluabschnitte.",18001
"Mc Basic AlMg 4,5. ist das Material für die Platten, die Y-Profile müssten aus AlSi1Mg sein.",30012
"Vierkant 30 S235 Oberfläche galvanisch verzinkt 8mµ
in Stäben a. 6000 mm",18061
Unbekannt,600112
DX51D+Z100,18005
